subject,method,avg_num_lines_executed_by_failing_tcs,avg_num_utilized_mutants_overall,avg_mut_cnt_buggy_line,avg_f2p_buggy_line,avg_p2f_buggy_line,avg_num_ccts
zlib_ng_TF_top30,sbflnaish250-maxMutants-excludeCCT,47.936708860759495,168.45569620253164,6.949367088607595,42.04430379746835,18.854430379746834,6.5
zlib_ng_TF_top30,sbflnaish250-reducedAvg-excludeCCT,47.936708860759495,119.62025316455696,4.930379746835443,31.335443037974684,13.177215189873417,6.5
zlib_ng_TF_top30,sbflnaish250-reducedSbflnaish2-excludeCCT,47.936708860759495,106.20886075949367,6.069620253164557,41.46835443037975,18.854430379746834,6.5
zlib_ng_TF_top30,sbflnaish250-reducedMinMutants-excludeCCT,47.936708860759495,40.21518987341772,1.6708860759493671,9.329113924050633,4.506329113924051,6.5
libxml2_TF_top30,sbflnaish250-maxMutants-excludeCCT,2337.6610169491523,7664.8516949152545,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish250-reducedAvg-excludeCCT,2337.6610169491523,5189.512711864407,5.669491525423729,16.70762711864407,0.05508474576271186,7.584745762711864
libxml2_TF_top30,sbflnaish250-reducedSbflnaish2-excludeCCT,2337.6610169491523,4836.368644067797,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish250-reducedMinMutants-excludeCCT,2337.6610169491523,1789.572033898305,1.978813559322034,5.033898305084746,0.01694915254237288,7.584745762711864
opencv_features2d_TF_top30,sbflnaish250-maxMutants-excludeCCT,467.1166666666667,1878.6,6.920833333333333,2.2083333333333335,0.07083333333333333,2.6875
opencv_features2d_TF_top30,sbflnaish250-reducedAvg-excludeCCT,467.1166666666667,1261.6333333333334,4.508333333333334,1.3958333333333333,0.05,2.6875
opencv_features2d_TF_top30,sbflnaish250-reducedSbflnaish2-excludeCCT,467.1166666666667,1188.0791666666667,5.2875,1.725,0.058333333333333334,2.6875
opencv_features2d_TF_top30,sbflnaish250-reducedMinMutants-excludeCCT,467.1166666666667,429.05,1.5,0.4625,0.016666666666666666,2.6875
opencv_imgproc_TF_top30,sbflnaish250-maxMutants-excludeCCT,195.48275862068965,676.75,6.185344827586207,3.0344827586206895,0.06896551724137931,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish250-reducedAvg-excludeCCT,195.48275862068965,446.3146551724138,4.0,1.9094827586206897,0.03879310344827586,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish250-reducedSbflnaish2-excludeCCT,195.48275862068965,421.70258620689657,4.297413793103448,1.9525862068965518,0.02586206896551724,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish250-reducedMinMutants-excludeCCT,195.48275862068965,155.9698275862069,1.3706896551724137,0.7025862068965517,0.004310344827586207,0.6724137931034483
opencv_core_TF_top30,sbflnaish250-maxMutants-excludeCCT,969.5646551724138,2832.7887931034484,8.693965517241379,29.655172413793103,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish250-reducedAvg-excludeCCT,969.5646551724138,1961.073275862069,5.741379310344827,21.538793103448278,3.918103448275862,10.637931034482758
opencv_core_TF_top30,sbflnaish250-reducedSbflnaish2-excludeCCT,969.5646551724138,1827.9612068965516,8.267241379310345,29.53448275862069,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish250-reducedMinMutants-excludeCCT,969.5646551724138,713.1939655172414,1.9698275862068966,8.297413793103448,0.034482758620689655,10.637931034482758
jsoncpp_TF_top30,sbflnaish250-maxMutants-excludeCCT,430.8836206896552,1089.219827586207,8.35344827586207,12.65948275862069,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish250-reducedAvg-excludeCCT,430.8836206896552,789.9655172413793,5.689655172413793,9.775862068965518,0.41379310344827586,3.271551724137931
jsoncpp_TF_top30,sbflnaish250-reducedSbflnaish2-excludeCCT,430.8836206896552,736.2543103448276,8.275862068965518,12.612068965517242,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish250-reducedMinMutants-excludeCCT,430.8836206896552,306.7241379310345,1.9741379310344827,3.5129310344827585,0.0,3.271551724137931
