subject,method,avg_num_lines_executed_by_failing_tcs,avg_num_utilized_mutants_overall,avg_mut_cnt_buggy_line,avg_f2p_buggy_line,avg_p2f_buggy_line,avg_num_ccts
zlib_ng_TF_top30,allfails-maxMutants-excludeCCT,47.936708860759495,340.1835443037975,8.430379746835444,42.21518987341772,18.854430379746834,6.5
zlib_ng_TF_top30,sbflnaish250-maxMutants-excludeCCT,47.936708860759495,168.45569620253164,6.949367088607595,42.04430379746835,18.854430379746834,6.5
zlib_ng_TF_top30,sbflnaish230-maxMutants-excludeCCT,47.936708860759495,100.12658227848101,6.3164556962025316,41.936708860759495,18.854430379746834,6.5
zlib_ng_TF_top30,sbflnaish210-maxMutants-excludeCCT,47.936708860759495,32.721518987341774,4.905063291139241,39.29113924050633,17.037974683544302,6.5
zlib_ng_TF_top30,sbflnaish201-maxMutants-excludeCCT,47.936708860759495,7.658227848101266,2.4367088607594938,17.4873417721519,8.70253164556962,6.5
zlib_ng_TF_top30,sbflnaish200-maxMutants-excludeCCT,47.936708860759495,0.0,0.0,0.0,0.0,6.5
libxml2_TF_top30,allfails-maxMutants-excludeCCT,2337.6610169491523,15461.43220338983,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish250-maxMutants-excludeCCT,2337.6610169491523,7664.8516949152545,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish230-maxMutants-excludeCCT,2337.6610169491523,4592.902542372882,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish210-maxMutants-excludeCCT,2337.6610169491523,1519.75,8.309322033898304,22.364406779661017,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish201-maxMutants-excludeCCT,2337.6610169491523,150.97881355932202,4.805084745762712,14.622881355932204,0.00847457627118644,7.584745762711864
