tc_id,schema,time_taken
TC430.sh,adler32/adler32_variant.avx2/97,0.007151365280151367
TC431.sh,adler32/adler32_variant.avx2/98,0.008241415023803711
TC432.sh,adler32/adler32_variant.avx2/99,0.007202863693237305
TC433.sh,adler32/adler32_variant.avx2/100,0.007153511047363281
TC434.sh,adler32/adler32_variant.avx2/101,0.00709843635559082
TC435.sh,adler32/adler32_variant.avx2/102,0.007014274597167969
TC436.sh,adler32/adler32_variant.avx2/103,0.007064104080200195
TC437.sh,adler32/adler32_variant.avx2/104,0.006922721862792969
TC438.sh,adler32/adler32_variant.avx2/105,0.0068705081939697266
TC439.sh,adler32/adler32_variant.avx2/106,0.007055521011352539
TC440.sh,adler32/adler32_variant.avx2/107,0.007044792175292969
TC441.sh,adler32/adler32_variant.avx2/108,0.00696563720703125
TC442.sh,adler32/adler32_variant.avx2/109,0.007403850555419922
TC443.sh,adler32/adler32_variant.avx2/110,0.007096290588378906
TC444.sh,adler32/adler32_variant.avx2/111,0.006980180740356445
TC445.sh,adler32/adler32_variant.avx2/112,0.00705409049987793
TC446.sh,adler32/adler32_variant.avx2/113,0.00691533088684082
TC447.sh,adler32/adler32_variant.avx2/114,0.0069904327392578125
TC448.sh,adler32/adler32_variant.avx2/115,0.006868600845336914
TC449.sh,adler32/adler32_variant.avx2/116,0.00702357292175293
TC450.sh,adler32/adler32_variant.avx2/117,0.007052421569824219
TC451.sh,adler32/adler32_variant.avx2/118,0.007131338119506836
TC452.sh,adler32/adler32_variant.avx2/119,0.007033586502075195
TC453.sh,adler32/adler32_variant.avx2/120,0.007065773010253906
TC454.sh,adler32/adler32_variant.avx2/121,0.0070171356201171875
TC455.sh,adler32/adler32_variant.avx2/122,0.0069963932037353516
TC456.sh,adler32/adler32_variant.avx2/123,0.006890773773193359
TC457.sh,adler32/adler32_variant.avx2/124,0.006998538970947266
TC458.sh,adler32/adler32_variant.avx2/125,0.006963014602661133
TC459.sh,adler32/adler32_variant.avx2/126,0.007142305374145508
TC460.sh,adler32/adler32_variant.avx2/127,0.007083415985107422
TC461.sh,adler32/adler32_variant.avx2/128,0.0070743560791015625
TC462.sh,adler32/adler32_variant.avx2/129,0.007053375244140625
TC463.sh,adler32/adler32_variant.avx2/130,0.0070343017578125
TC464.sh,adler32/adler32_variant.avx2/131,0.006980180740356445
TC465.sh,adler32/adler32_variant.avx2/132,0.006905794143676758
TC466.sh,adler32/adler32_variant.avx2/133,0.00699162483215332
TC467.sh,adler32/adler32_variant.avx2/134,0.007277727127075195
TC468.sh,adler32/adler32_variant.avx2/135,0.007195472717285156
TC469.sh,adler32/adler32_variant.avx2/136,0.00704193115234375
TC470.sh,adler32/adler32_variant.avx2/137,0.007027864456176758
TC471.sh,adler32/adler32_variant.avx2/138,0.007002830505371094
TC472.sh,adler32/adler32_variant.avx2/139,0.007014036178588867
TC473.sh,adler32/adler32_variant.avx2/140,0.007178544998168945
TC474.sh,adler32/adler32_variant.avx2/141,0.007004499435424805
TC475.sh,crc32/crc32_variant.braid/0,0.007040739059448242
TC476.sh,crc32/crc32_variant.braid/1,0.007218837738037109
TC477.sh,crc32/crc32_variant.braid/2,0.006930112838745117
TC478.sh,crc32/crc32_variant.braid/3,0.00698089599609375
TC479.sh,crc32/crc32_variant.braid/4,0.0070803165435791016
TC480.sh,crc32/crc32_variant.braid/5,0.006964445114135742
TC481.sh,crc32/crc32_variant.braid/6,0.007857322692871094
TC482.sh,crc32/crc32_variant.braid/7,0.00715327262878418
TC483.sh,crc32/crc32_variant.braid/8,0.006798505783081055
TC484.sh,crc32/crc32_variant.braid/9,0.006994009017944336
TC485.sh,crc32/crc32_variant.braid/10,0.006964683532714844
TC486.sh,crc32/crc32_variant.braid/11,0.0069124698638916016
TC487.sh,crc32/crc32_variant.braid/12,0.007006645202636719
TC488.sh,crc32/crc32_variant.braid/13,0.0071659088134765625
TC489.sh,crc32/crc32_variant.braid/14,0.0072498321533203125
TC490.sh,crc32/crc32_variant.braid/15,0.007038593292236328
TC491.sh,crc32/crc32_variant.braid/16,0.006845235824584961
TC492.sh,crc32/crc32_variant.braid/17,0.007149934768676758
TC493.sh,crc32/crc32_variant.braid/18,0.007036685943603516
TC494.sh,crc32/crc32_variant.braid/19,0.007198810577392578
TC495.sh,crc32/crc32_variant.braid/20,0.0069010257720947266
TC496.sh,crc32/crc32_variant.braid/21,0.0070765018463134766
TC497.sh,crc32/crc32_variant.braid/22,0.0070095062255859375
TC498.sh,crc32/crc32_variant.braid/23,0.00707554817199707
TC499.sh,crc32/crc32_variant.braid/24,0.0069925785064697266
TC500.sh,crc32/crc32_variant.braid/25,0.007004976272583008
TC501.sh,crc32/crc32_variant.braid/26,0.0069468021392822266
TC502.sh,crc32/crc32_variant.braid/27,0.00709986686706543
TC503.sh,crc32/crc32_variant.braid/28,0.007039070129394531
TC504.sh,crc32/crc32_variant.braid/29,0.007071256637573242
TC505.sh,crc32/crc32_variant.braid/30,0.007091999053955078
TC506.sh,crc32/crc32_variant.braid/31,0.0070323944091796875
TC507.sh,crc32/crc32_variant.braid/32,0.006887674331665039
TC508.sh,crc32/crc32_variant.braid/33,0.0069925785064697266
TC509.sh,crc32/crc32_variant.braid/34,0.007135152816772461
TC510.sh,crc32/crc32_variant.braid/35,0.007096529006958008
TC511.sh,crc32/crc32_variant.braid/36,0.0070798397064208984
TC512.sh,crc32/crc32_variant.braid/37,0.007047414779663086
TC513.sh,crc32/crc32_variant.braid/38,0.00699162483215332
TC514.sh,crc32/crc32_variant.braid/39,0.007195711135864258
TC515.sh,crc32/crc32_variant.braid/40,0.008991241455078125
TC516.sh,crc32/crc32_variant.braid/41,0.00814366340637207
TC517.sh,crc32/crc32_variant.braid/42,0.00762486457824707
TC518.sh,crc32/crc32_variant.braid/43,0.007638692855834961
TC519.sh,crc32/crc32_variant.braid/44,0.0073680877685546875
TC520.sh,crc32/crc32_variant.braid/45,0.007159709930419922
TC521.sh,crc32/crc32_variant.braid/46,0.00768733024597168
TC522.sh,crc32/crc32_variant.braid/47,0.007127285003662109
TC523.sh,crc32/crc32_variant.braid/48,0.007250785827636719
TC524.sh,crc32/crc32_variant.braid/49,0.0072422027587890625
TC525.sh,crc32/crc32_variant.braid/50,0.007306575775146484
TC526.sh,crc32/crc32_variant.braid/51,0.00725102424621582
TC527.sh,crc32/crc32_variant.braid/52,0.007193326950073242
TC528.sh,crc32/crc32_variant.braid/53,0.0071887969970703125
TC529.sh,crc32/crc32_variant.braid/54,0.007429361343383789
TC530.sh,crc32/crc32_variant.braid/55,0.00716710090637207
TC531.sh,crc32/crc32_variant.braid/56,0.007179737091064453
TC532.sh,crc32/crc32_variant.braid/57,0.007503509521484375
TC533.sh,crc32/crc32_variant.braid/58,0.007179975509643555
TC534.sh,crc32/crc32_variant.braid/59,0.007508993148803711
TC535.sh,crc32/crc32_variant.braid/60,0.007255077362060547
TC536.sh,crc32/crc32_variant.braid/61,0.007293224334716797
TC537.sh,crc32/crc32_variant.braid/62,0.007186412811279297
TC538.sh,crc32/crc32_variant.braid/63,0.007355451583862305
TC539.sh,crc32/crc32_variant.braid/64,0.007527828216552734
TC540.sh,crc32/crc32_variant.braid/65,0.007250308990478516
TC541.sh,crc32/crc32_variant.braid/66,0.0072057247161865234
TC542.sh,crc32/crc32_variant.braid/67,0.007126569747924805
TC543.sh,crc32/crc32_variant.braid/68,0.007006168365478516
TC544.sh,crc32/crc32_variant.braid/69,0.007088661193847656
TC545.sh,crc32/crc32_variant.braid/70,0.0071125030517578125
TC546.sh,crc32/crc32_variant.braid/71,0.007152080535888672
TC547.sh,crc32/crc32_variant.braid/72,0.007028818130493164
TC548.sh,crc32/crc32_variant.braid/73,0.0071048736572265625
TC549.sh,crc32/crc32_variant.braid/74,0.006982326507568359
TC550.sh,crc32/crc32_variant.braid/75,0.0075991153717041016
TC551.sh,crc32/crc32_variant.braid/76,0.007134914398193359
TC552.sh,crc32/crc32_variant.braid/77,0.007030010223388672
TC553.sh,crc32/crc32_variant.braid/78,0.007209062576293945
TC554.sh,crc32/crc32_variant.braid/79,0.0070192813873291016
TC555.sh,crc32/crc32_variant.braid/80,0.007081031799316406
TC556.sh,crc32/crc32_variant.braid/81,0.006949901580810547
TC557.sh,crc32/crc32_variant.braid/82,0.0070040225982666016
TC558.sh,crc32/crc32_variant.braid/83,0.0070002079010009766
TC559.sh,crc32/crc32_variant.braid/84,0.007006406784057617
TC560.sh,crc32/crc32_variant.braid/85,0.00699162483215332
TC561.sh,crc32/crc32_variant.braid/86,0.007139682769775391
TC562.sh,crc32/crc32_variant.braid/87,0.007170200347900391
TC563.sh,crc32/crc32_variant.braid/88,0.007052183151245117
TC564.sh,crc32/crc32_variant.braid/89,0.0071868896484375
TC565.sh,crc32/crc32_variant.braid/90,0.0070896148681640625
TC566.sh,crc32/crc32_variant.braid/91,0.0072040557861328125
TC567.sh,crc32/crc32_variant.braid/92,0.006914377212524414
TC568.sh,crc32/crc32_variant.braid/93,0.007119417190551758
TC569.sh,crc32/crc32_variant.braid/94,0.007100582122802734
TC570.sh,crc32/crc32_variant.braid/95,0.007091999053955078
TC571.sh,crc32/crc32_variant.braid/96,0.007102251052856445
TC572.sh,crc32/crc32_variant.braid/97,0.0070629119873046875
TC573.sh,crc32/crc32_variant.braid/98,0.006956577301025391
TC574.sh,crc32/crc32_variant.braid/99,0.007153511047363281
TC575.sh,crc32/crc32_variant.braid/100,0.007018566131591797
TC576.sh,crc32/crc32_variant.braid/101,0.006958723068237305
TC577.sh,crc32/crc32_variant.braid/102,0.007007122039794922
TC578.sh,crc32/crc32_variant.braid/103,0.006986856460571289
TC579.sh,crc32/crc32_variant.braid/104,0.0069921016693115234
TC580.sh,crc32/crc32_variant.braid/105,0.007082700729370117
TC581.sh,crc32/crc32_variant.braid/106,0.0071353912353515625
TC582.sh,crc32/crc32_variant.braid/107,0.0070803165435791016
TC583.sh,crc32/crc32_variant.braid/108,0.007025241851806641
TC584.sh,crc32/crc32_variant.braid/109,0.007124185562133789
TC585.sh,crc32/crc32_variant.braid/110,0.006984233856201172
TC586.sh,crc32/crc32_variant.braid/111,0.007145881652832031
TC587.sh,crc32/crc32_variant.braid/112,0.007070779800415039
TC588.sh,crc32/crc32_variant.braid/113,0.007100343704223633
TC589.sh,crc32/crc32_variant.braid/114,0.007016181945800781
TC590.sh,crc32/crc32_variant.braid/115,0.007006645202636719
TC591.sh,crc32/crc32_variant.braid/116,0.006987571716308594
TC592.sh,crc32/crc32_variant.braid/117,0.007016658782958984
TC593.sh,crc32/crc32_variant.braid/118,0.007384061813354492
TC594.sh,crc32/crc32_variant.braid/119,0.007163524627685547
TC595.sh,crc32/crc32_variant.braid/120,0.007184267044067383
TC596.sh,crc32/crc32_variant.braid/121,0.00722193717956543
TC597.sh,crc32/crc32_variant.braid/122,0.007153034210205078
TC598.sh,crc32/crc32_variant.braid/123,0.0070648193359375
TC599.sh,crc32/crc32_variant.braid/124,0.0070073604583740234
TC600.sh,crc32/crc32_variant.braid/125,0.007127046585083008
TC601.sh,crc32/crc32_variant.braid/126,0.00691676139831543
TC602.sh,crc32/crc32_variant.braid/127,0.007088899612426758
TC603.sh,crc32/crc32_variant.braid/128,0.007105350494384766
TC604.sh,crc32/crc32_variant.braid/129,0.007252693176269531
TC605.sh,crc32/crc32_variant.braid/130,0.00703120231628418
TC606.sh,crc32/crc32_variant.braid/131,0.007337093353271484
TC607.sh,crc32/crc32_variant.braid/132,0.007081031799316406
TC608.sh,crc32/crc32_variant.braid/133,0.0069980621337890625
TC609.sh,crc32/crc32_variant.braid/134,0.00716090202331543
TC610.sh,crc32/crc32_variant.braid/135,0.007206916809082031
TC611.sh,crc32/crc32_variant.braid/136,0.0070035457611083984
TC612.sh,crc32/crc32_variant.braid/137,0.007117748260498047
TC613.sh,crc32/crc32_variant.braid/138,0.0071947574615478516
TC614.sh,crc32/crc32_variant.braid/139,0.006965160369873047
TC615.sh,crc32/crc32_variant.braid/140,0.007081508636474609
TC616.sh,crc32/crc32_variant.braid/141,0.007163047790527344
TC617.sh,crc32/crc32_variant.braid/142,0.007260799407958984
TC618.sh,crc32/crc32_variant.braid/143,0.007025480270385742
TC619.sh,crc32/crc32_variant.braid/144,0.007281780242919922
TC620.sh,crc32/crc32_variant.braid/145,0.00714421272277832
TC621.sh,crc32/crc32_variant.braid/146,0.0072231292724609375
TC622.sh,crc32/crc32_variant.pclmulqdq/0,0.006966590881347656
TC623.sh,crc32/crc32_variant.pclmulqdq/1,0.0076084136962890625
TC624.sh,crc32/crc32_variant.pclmulqdq/2,0.0072367191314697266
TC625.sh,crc32/crc32_variant.pclmulqdq/3,0.00719141960144043
TC626.sh,crc32/crc32_variant.pclmulqdq/4,0.007082223892211914
TC627.sh,crc32/crc32_variant.pclmulqdq/5,0.007088899612426758
TC628.sh,crc32/crc32_variant.pclmulqdq/6,0.006974220275878906
TC629.sh,crc32/crc32_variant.pclmulqdq/7,0.007035732269287109
TC630.sh,crc32/crc32_variant.pclmulqdq/8,0.007015705108642578
TC631.sh,crc32/crc32_variant.pclmulqdq/9,0.0069315433502197266
TC632.sh,crc32/crc32_variant.pclmulqdq/10,0.006941795349121094
TC633.sh,crc32/crc32_variant.pclmulqdq/11,0.007046937942504883
TC634.sh,crc32/crc32_variant.pclmulqdq/12,0.007138252258300781
TC635.sh,crc32/crc32_variant.pclmulqdq/13,0.007172822952270508
TC636.sh,crc32/crc32_variant.pclmulqdq/14,0.007071018218994141
TC637.sh,crc32/crc32_variant.pclmulqdq/15,0.007006168365478516
TC638.sh,crc32/crc32_variant.pclmulqdq/16,0.0069310665130615234
TC639.sh,crc32/crc32_variant.pclmulqdq/17,0.007099628448486328
TC640.sh,crc32/crc32_variant.pclmulqdq/18,0.0070230960845947266
TC641.sh,crc32/crc32_variant.pclmulqdq/19,0.007116079330444336
TC642.sh,crc32/crc32_variant.pclmulqdq/20,0.007020235061645508
TC643.sh,crc32/crc32_variant.pclmulqdq/21,0.007077455520629883
TC644.sh,crc32/crc32_variant.pclmulqdq/22,0.007046222686767578
TC645.sh,crc32/crc32_variant.pclmulqdq/23,0.006964206695556641
TC646.sh,crc32/crc32_variant.pclmulqdq/24,0.006922483444213867
TC647.sh,crc32/crc32_variant.pclmulqdq/25,0.0069844722747802734
TC648.sh,crc32/crc32_variant.pclmulqdq/26,0.006972551345825195
TC649.sh,crc32/crc32_variant.pclmulqdq/27,0.006914377212524414
TC650.sh,crc32/crc32_variant.pclmulqdq/28,0.006978034973144531
TC651.sh,crc32/crc32_variant.pclmulqdq/29,0.00690460205078125
TC652.sh,crc32/crc32_variant.pclmulqdq/30,0.007050514221191406
TC653.sh,crc32/crc32_variant.pclmulqdq/31,0.007044553756713867
TC654.sh,crc32/crc32_variant.pclmulqdq/32,0.006997585296630859
TC655.sh,crc32/crc32_variant.pclmulqdq/33,0.006894350051879883
TC656.sh,crc32/crc32_variant.pclmulqdq/34,0.007121086120605469
TC657.sh,crc32/crc32_variant.pclmulqdq/35,0.007009029388427734
TC658.sh,crc32/crc32_variant.pclmulqdq/36,0.007161378860473633
TC659.sh,crc32/crc32_variant.pclmulqdq/37,0.007074832916259766
TC660.sh,crc32/crc32_variant.pclmulqdq/38,0.007401227951049805
TC661.sh,crc32/crc32_variant.pclmulqdq/39,0.007087230682373047
TC662.sh,crc32/crc32_variant.pclmulqdq/40,0.006990909576416016
TC663.sh,crc32/crc32_variant.pclmulqdq/41,0.007127285003662109
TC664.sh,crc32/crc32_variant.pclmulqdq/42,0.006984233856201172
TC665.sh,crc32/crc32_variant.pclmulqdq/43,0.0071680545806884766
TC666.sh,crc32/crc32_variant.pclmulqdq/44,0.0069959163665771484
TC667.sh,crc32/crc32_variant.pclmulqdq/45,0.0068607330322265625
TC668.sh,crc32/crc32_variant.pclmulqdq/46,0.00729680061340332
TC669.sh,crc32/crc32_variant.pclmulqdq/47,0.007112741470336914
TC670.sh,crc32/crc32_variant.pclmulqdq/48,0.007455110549926758
TC671.sh,crc32/crc32_variant.pclmulqdq/49,0.0069828033447265625
TC672.sh,crc32/crc32_variant.pclmulqdq/50,0.007004976272583008
TC673.sh,crc32/crc32_variant.pclmulqdq/51,0.007194995880126953
TC674.sh,crc32/crc32_variant.pclmulqdq/52,0.007134199142456055
TC675.sh,crc32/crc32_variant.pclmulqdq/53,0.007059812545776367
TC676.sh,crc32/crc32_variant.pclmulqdq/54,0.006980419158935547
TC677.sh,crc32/crc32_variant.pclmulqdq/55,0.007052898406982422
TC678.sh,crc32/crc32_variant.pclmulqdq/56,0.0068340301513671875
TC679.sh,crc32/crc32_variant.pclmulqdq/57,0.0070612430572509766
TC680.sh,crc32/crc32_variant.pclmulqdq/58,0.006959438323974609
TC681.sh,crc32/crc32_variant.pclmulqdq/59,0.008105278015136719
TC682.sh,crc32/crc32_variant.pclmulqdq/60,0.007055044174194336
TC683.sh,crc32/crc32_variant.pclmulqdq/61,0.007204532623291016
TC684.sh,crc32/crc32_variant.pclmulqdq/62,0.006937503814697266
TC685.sh,crc32/crc32_variant.pclmulqdq/63,0.0070323944091796875
TC686.sh,crc32/crc32_variant.pclmulqdq/64,0.006863594055175781
TC687.sh,crc32/crc32_variant.pclmulqdq/65,0.006984710693359375
TC688.sh,crc32/crc32_variant.pclmulqdq/66,0.006957054138183594
TC689.sh,crc32/crc32_variant.pclmulqdq/67,0.0069429874420166016
TC690.sh,crc32/crc32_variant.pclmulqdq/68,0.008137226104736328
TC691.sh,crc32/crc32_variant.pclmulqdq/69,0.007450580596923828
TC692.sh,crc32/crc32_variant.pclmulqdq/70,0.006968259811401367
TC693.sh,crc32/crc32_variant.pclmulqdq/71,0.007069110870361328
TC694.sh,crc32/crc32_variant.pclmulqdq/72,0.007136344909667969
TC695.sh,crc32/crc32_variant.pclmulqdq/73,0.007357120513916016
TC696.sh,crc32/crc32_variant.pclmulqdq/74,0.007086277008056641
TC697.sh,crc32/crc32_variant.pclmulqdq/75,0.0070323944091796875
TC698.sh,crc32/crc32_variant.pclmulqdq/76,0.0072002410888671875
TC699.sh,crc32/crc32_variant.pclmulqdq/77,0.007161855697631836
TC700.sh,crc32/crc32_variant.pclmulqdq/78,0.007117748260498047
TC701.sh,crc32/crc32_variant.pclmulqdq/79,0.007192134857177734
TC702.sh,crc32/crc32_variant.pclmulqdq/80,0.007117033004760742
TC703.sh,crc32/crc32_variant.pclmulqdq/81,0.007149934768676758
TC704.sh,crc32/crc32_variant.pclmulqdq/82,0.0071201324462890625
TC705.sh,crc32/crc32_variant.pclmulqdq/83,0.007016420364379883
TC706.sh,crc32/crc32_variant.pclmulqdq/84,0.007041454315185547
TC707.sh,crc32/crc32_variant.pclmulqdq/85,0.00687718391418457
TC708.sh,crc32/crc32_variant.pclmulqdq/86,0.007084369659423828
TC709.sh,crc32/crc32_variant.pclmulqdq/87,0.007085561752319336
TC710.sh,crc32/crc32_variant.pclmulqdq/88,0.007327556610107422
TC711.sh,crc32/crc32_variant.pclmulqdq/89,0.007010936737060547
TC712.sh,crc32/crc32_variant.pclmulqdq/90,0.0070955753326416016
TC713.sh,crc32/crc32_variant.pclmulqdq/91,0.006975650787353516
TC714.sh,crc32/crc32_variant.pclmulqdq/92,0.007085323333740234
TC715.sh,crc32/crc32_variant.pclmulqdq/93,0.007108449935913086
TC716.sh,crc32/crc32_variant.pclmulqdq/94,0.007078886032104492
TC717.sh,crc32/crc32_variant.pclmulqdq/95,0.00705409049987793
TC718.sh,crc32/crc32_variant.pclmulqdq/96,0.007012367248535156
TC719.sh,crc32/crc32_variant.pclmulqdq/97,0.0069773197174072266
TC720.sh,crc32/crc32_variant.pclmulqdq/98,0.007056713104248047
TC721.sh,crc32/crc32_variant.pclmulqdq/99,0.006998300552368164
TC722.sh,crc32/crc32_variant.pclmulqdq/100,0.0070760250091552734
TC723.sh,crc32/crc32_variant.pclmulqdq/101,0.007009029388427734
TC724.sh,crc32/crc32_variant.pclmulqdq/102,0.00700688362121582
TC725.sh,crc32/crc32_variant.pclmulqdq/103,0.007264137268066406
TC726.sh,crc32/crc32_variant.pclmulqdq/104,0.007076740264892578
TC727.sh,crc32/crc32_variant.pclmulqdq/105,0.007055759429931641
TC728.sh,crc32/crc32_variant.pclmulqdq/106,0.007026195526123047
TC729.sh,crc32/crc32_variant.pclmulqdq/107,0.006854534149169922
TC730.sh,crc32/crc32_variant.pclmulqdq/108,0.006838798522949219
TC731.sh,crc32/crc32_variant.pclmulqdq/109,0.007119894027709961
TC732.sh,crc32/crc32_variant.pclmulqdq/110,0.007173061370849609
TC733.sh,crc32/crc32_variant.pclmulqdq/111,0.006974935531616211
TC734.sh,crc32/crc32_variant.pclmulqdq/112,0.0070955753326416016
TC735.sh,crc32/crc32_variant.pclmulqdq/113,0.00699615478515625
TC736.sh,crc32/crc32_variant.pclmulqdq/114,0.007212400436401367
TC737.sh,crc32/crc32_variant.pclmulqdq/115,0.0071523189544677734
TC738.sh,crc32/crc32_variant.pclmulqdq/116,0.00769495964050293
TC739.sh,crc32/crc32_variant.pclmulqdq/117,0.007163286209106445
TC740.sh,crc32/crc32_variant.pclmulqdq/118,0.006949901580810547
TC741.sh,crc32/crc32_variant.pclmulqdq/119,0.00703120231628418
TC742.sh,crc32/crc32_variant.pclmulqdq/120,0.007006645202636719
TC743.sh,crc32/crc32_variant.pclmulqdq/121,0.007265567779541016
TC744.sh,crc32/crc32_variant.pclmulqdq/122,0.007106304168701172
TC745.sh,crc32/crc32_variant.pclmulqdq/123,0.007033824920654297
TC746.sh,crc32/crc32_variant.pclmulqdq/124,0.007109880447387695
TC747.sh,crc32/crc32_variant.pclmulqdq/125,0.00702214241027832
TC748.sh,crc32/crc32_variant.pclmulqdq/126,0.0070230960845947266
TC749.sh,crc32/crc32_variant.pclmulqdq/127,0.006894111633300781
TC750.sh,crc32/crc32_variant.pclmulqdq/128,0.007153749465942383
TC751.sh,crc32/crc32_variant.pclmulqdq/129,0.006873369216918945
TC752.sh,crc32/crc32_variant.pclmulqdq/130,0.007045269012451172
TC753.sh,crc32/crc32_variant.pclmulqdq/131,0.006980180740356445
TC754.sh,crc32/crc32_variant.pclmulqdq/132,0.007101297378540039
TC755.sh,crc32/crc32_variant.pclmulqdq/133,0.007021188735961914
TC756.sh,crc32/crc32_variant.pclmulqdq/134,0.007012367248535156
TC757.sh,crc32/crc32_variant.pclmulqdq/135,0.006895542144775391
TC758.sh,crc32/crc32_variant.pclmulqdq/136,0.006933689117431641
TC759.sh,crc32/crc32_variant.pclmulqdq/137,0.007169008255004883
TC760.sh,crc32/crc32_variant.pclmulqdq/138,0.00703740119934082
TC761.sh,crc32/crc32_variant.pclmulqdq/139,0.007108211517333984
TC762.sh,crc32/crc32_variant.pclmulqdq/140,0.0070858001708984375
TC763.sh,crc32/crc32_variant.pclmulqdq/141,0.00787353515625
TC764.sh,crc32/crc32_variant.pclmulqdq/142,0.0073642730712890625
TC765.sh,crc32/crc32_variant.pclmulqdq/143,0.0071637630462646484
TC766.sh,crc32/crc32_variant.pclmulqdq/144,0.007020473480224609
TC767.sh,crc32/crc32_variant.pclmulqdq/145,0.007130622863769531
TC768.sh,crc32/crc32_variant.pclmulqdq/146,0.007033586502075195
