subject,method_name,avg_num_failing_tcs,avg_num_passing_tcs,avg_num_ccts,avg_num_utilized_failing_tcs,avg_num_utilized_passing_tcs,avg_num_utilized_ccts,avg_num_utilized_mutants,avg_num_utilized_mutants_per_line,avg_buggy_line_mut_cnt,avg_buggy_line_f2p,avg_buggy_line_p2f,avg_total_mut_build_time,avg_total_tcs_exec_time,avg_num_lines_executed_by_failing_tcs,avg_num_funcs_executed_by_failing_tcs
zlib_ng_exp1,allfails-10mut,24.36,733.24,8.85,24.36,733.24,0.0,360.73,7.12,8.51,31.87,14.03,224.56,3065.05,50.74,4.29
zlib_ng_exp1,sbfl20-10mut,24.36,733.24,8.85,24.36,733.24,0.0,68.7,6.88,5.39,29.33,14.03,40.89,582.87,50.74,4.29
zlib_ng_exp1,sbfl20-5mut,24.36,733.24,8.85,24.36,733.24,0.0,40.78,4.05,3.24,16.39,8.33,24.35,345.85,50.74,4.29
zlib_ng_exp1,sbfl20-3mut,24.36,733.24,8.85,24.36,733.24,0.0,24.55,2.44,1.93,7.76,5.04,14.64,208.26,50.74,4.29
zlib_ng_exp1,sbfl20-1mut,24.36,733.24,8.85,24.36,733.24,0.0,8.18,0.81,0.64,3.45,1.59,4.89,69.42,50.74,4.29
libxml2_exp1,allfails-10mut,13.36,76.81,8.46,13.36,76.81,0.0,14850.71,6.58,8.75,24.68,0.13,52293.58,13719.76,2242.6,117.12
libxml2_exp1,sbfl20-10mut,13.36,76.81,8.46,13.36,76.81,0.0,2951.03,6.59,8.7,23.31,0.13,10007.63,2724.05,2242.6,117.12
libxml2_exp1,sbfl20-5mut,13.36,76.81,8.46,13.36,76.81,0.0,1693.24,3.78,4.83,13.31,0.13,5665.67,1563.39,2242.6,117.12
libxml2_exp1,sbfl20-3mut,13.36,76.81,8.46,13.36,76.81,0.0,1032.24,2.3,2.94,7.79,0.06,3444.42,953.15,2242.6,117.12
libxml2_exp1,sbfl20-1mut,13.36,76.81,8.46,13.36,76.81,0.0,346.41,0.77,0.99,3.15,0.03,1154.57,319.8,2242.6,117.12
opencv_features2d_exp1,allfails-10mut,2.0,56.5,3.2,2.0,56.5,0.0,3835.98,7.78,9.14,3.0,0.03,16942.07,32689.51,478.77,22.35
opencv_features2d_exp1,sbfl20-10mut,2.0,56.5,3.2,2.0,56.5,0.0,773.87,7.94,4.59,1.54,0.0,3429.79,6593.07,478.77,22.35
opencv_features2d_exp1,sbfl20-5mut,2.0,56.5,3.2,2.0,56.5,0.0,432.96,4.43,2.49,0.82,0.0,1918.97,3689.11,478.77,22.35
opencv_features2d_exp1,sbfl20-3mut,2.0,56.5,3.2,2.0,56.5,0.0,262.45,2.69,1.5,0.47,0.0,1162.45,2236.28,478.77,22.35
opencv_features2d_exp1,sbfl20-1mut,2.0,56.5,3.2,2.0,56.5,0.0,87.89,0.9,0.5,0.13,0.0,389.14,748.89,478.77,22.35
opencv_imgproc_exp1,allfails-10mut,2.43,96.79,0.65,2.43,96.79,0.0,1378.04,6.82,8.8,2.95,0.0,14625.49,12257.57,199.08,13.86
opencv_imgproc_exp1,sbfl20-10mut,2.43,96.79,0.65,2.43,96.79,0.0,276.22,6.93,3.51,0.93,0.0,2884.16,2458.39,199.08,13.86
opencv_imgproc_exp1,sbfl20-5mut,2.43,96.79,0.65,2.43,96.79,0.0,155.29,3.88,1.97,0.56,0.0,1617.17,1382.33,199.08,13.86
opencv_imgproc_exp1,sbfl20-3mut,2.43,96.79,0.65,2.43,96.79,0.0,95.62,2.39,1.21,0.34,0.0,994.42,851.01,199.08,13.86
opencv_imgproc_exp1,sbfl20-1mut,2.43,96.79,0.65,2.43,96.79,0.0,32.21,0.81,0.41,0.11,0.0,333.94,286.69,199.08,13.86
opencv_core_exp1,allfails-10mut,16.71,273.12,8.05,16.71,273.12,0.0,5142.56,5.3,8.43,28.56,0.0,65943.63,103195.94,971.84,123.99
opencv_core_exp1,sbfl20-10mut,16.71,273.12,8.05,16.71,273.12,0.0,1058.75,5.55,7.53,28.34,0.0,13533.25,21292.98,971.84,123.99
opencv_core_exp1,sbfl20-5mut,16.71,273.12,8.05,16.71,273.12,0.0,627.29,3.29,4.12,14.46,0.0,8000.24,12602.12,971.84,123.99
opencv_core_exp1,sbfl20-3mut,16.71,273.12,8.05,16.71,273.12,0.0,394.22,2.07,2.5,11.0,0.0,5014.97,7920.58,971.84,123.99
opencv_core_exp1,sbfl20-1mut,16.71,273.12,8.05,16.71,273.12,0.0,133.99,0.7,0.84,3.72,0.0,1701.85,2692.94,971.84,123.99
jsoncpp_exp1,allfails-10mut,6.39,116.19,2.14,6.39,116.19,0.0,2205.47,4.95,8.01,10.4,0.0,5169.71,993.81,437.05,78.8
jsoncpp_exp1,sbfl20-10mut,6.39,116.19,2.14,6.39,116.19,0.0,460.83,5.34,8.01,10.4,0.0,1093.66,207.67,437.05,78.8
jsoncpp_exp1,sbfl20-5mut,6.39,116.19,2.14,6.39,116.19,0.0,292.99,3.39,4.81,6.41,0.0,692.46,132.05,437.05,78.8
jsoncpp_exp1,sbfl20-3mut,6.39,116.19,2.14,6.39,116.19,0.0,189.29,2.19,2.98,4.08,0.0,445.49,85.32,437.05,78.8
jsoncpp_exp1,sbfl20-1mut,6.39,116.19,2.14,6.39,116.19,0.0,65.48,0.76,1.0,1.21,0.0,153.61,29.51,437.05,78.8
