subject,method_name,avg_num_failing_tcs,avg_num_passing_tcs,avg_num_ccts,avg_num_utilized_failing_tcs,avg_num_utilized_passing_tcs,avg_num_utilized_ccts,avg_num_utilized_mutants,avg_num_utilized_mutants_per_line,avg_buggy_line_mut_cnt,avg_buggy_line_f2p,avg_buggy_line_p2f,avg_total_mut_build_time,avg_total_tcs_exec_time,avg_num_lines_executed_by_failing_tcs,avg_num_funcs_executed_by_failing_tcs
zlib_ng_exp1,sbfl-based-100,24.36,733.24,8.85,24.36,733.24,0.0,360.73,7.12,8.51,31.87,14.03,224.56,3065.05,50.74,4.29
zlib_ng_exp1,sbfl-based-50,24.36,733.24,8.85,24.36,733.24,0.0,178.77,7.18,6.87,31.66,14.03,108.66,1518.92,50.74,4.29
zlib_ng_exp1,sbfl-based-30,24.36,733.24,8.85,24.36,733.24,0.0,104.78,7.0,6.01,31.25,14.03,62.43,888.97,50.74,4.29
zlib_ng_exp1,sbfl-based-20,24.36,733.24,8.85,24.36,733.24,0.0,68.86,6.91,5.45,29.34,14.03,41.01,584.2,50.74,4.29
zlib_ng_exp1,sbfl-based-10,24.36,733.24,8.85,24.36,733.24,0.0,33.06,6.88,3.9,24.86,9.57,19.98,280.73,50.74,4.29
zlib_ng_exp1,sbfl-based-1,24.36,733.24,8.85,24.36,733.24,0.0,6.97,6.97,1.89,18.87,4.82,4.61,59.94,50.74,4.29
zlib_ng_exp1,sbfl-based-0,24.36,733.24,8.85,24.36,733.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.74,4.29
libxml2_exp1,sbfl-based-100,13.36,76.81,8.46,13.36,76.81,0.0,14850.71,6.58,8.75,24.68,0.13,52293.58,13719.76,2242.6,117.12
libxml2_exp1,sbfl-based-50,13.36,76.81,8.46,13.36,76.81,0.0,7362.3,6.55,8.75,24.68,0.13,25232.2,6801.32,2242.6,117.12
libxml2_exp1,sbfl-based-30,13.36,76.81,8.46,13.36,76.81,0.0,4418.28,6.55,8.75,24.68,0.13,14823.36,4080.09,2242.6,117.12
libxml2_exp1,sbfl-based-20,13.36,76.81,8.46,13.36,76.81,0.0,2950.62,6.59,8.7,23.31,0.13,10006.05,2723.47,2242.6,117.12
libxml2_exp1,sbfl-based-10,13.36,76.81,8.46,13.36,76.81,0.0,1485.44,6.67,8.47,23.24,0.13,5251.8,1370.8,2242.6,117.12
libxml2_exp1,sbfl-based-1,13.36,76.81,8.46,13.36,76.81,0.0,148.4,6.85,5.12,16.16,0.13,559.35,137.21,2242.6,117.12
libxml2_exp1,sbfl-based-0,13.36,76.81,8.46,13.36,76.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.6,117.12
opencv_features2d_exp1,sbfl-based-100,2.0,56.5,3.2,2.0,56.5,0.0,3835.98,7.78,9.14,3.0,0.03,16942.07,32689.51,478.77,22.35
opencv_features2d_exp1,sbfl-based-50,2.0,56.5,3.2,2.0,56.5,0.0,1934.75,7.95,7.3,2.38,0.03,8584.07,16487.74,478.77,22.35
opencv_features2d_exp1,sbfl-based-30,2.0,56.5,3.2,2.0,56.5,0.0,1158.1,7.92,5.53,1.99,0.03,5143.0,9868.21,478.77,22.35
opencv_features2d_exp1,sbfl-based-20,2.0,56.5,3.2,2.0,56.5,0.0,774.31,7.95,4.51,1.53,0.0,3433.85,6597.02,478.77,22.35
opencv_features2d_exp1,sbfl-based-10,2.0,56.5,3.2,2.0,56.5,0.0,383.54,7.96,2.94,0.93,0.0,1699.42,3266.94,478.77,22.35
opencv_features2d_exp1,sbfl-based-1,2.0,56.5,3.2,2.0,56.5,0.0,35.87,7.68,0.5,0.37,0.0,157.56,305.12,478.77,22.35
opencv_features2d_exp1,sbfl-based-0,2.0,56.5,3.2,2.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.77,22.35
opencv_imgproc_exp1,sbfl-based-100,2.43,96.79,0.65,2.43,96.79,0.0,1378.04,6.82,8.8,2.95,0.0,14625.49,12257.57,199.08,13.86
opencv_imgproc_exp1,sbfl-based-50,2.43,96.79,0.65,2.43,96.79,0.0,696.66,6.96,6.22,2.34,0.0,7374.32,6200.24,199.08,13.86
opencv_imgproc_exp1,sbfl-based-30,2.43,96.79,0.65,2.43,96.79,0.0,417.27,6.97,4.68,1.93,0.0,4362.24,3714.39,199.08,13.86
opencv_imgproc_exp1,sbfl-based-20,2.43,96.79,0.65,2.43,96.79,0.0,276.39,6.92,3.51,0.93,0.0,2887.56,2459.97,199.08,13.86
opencv_imgproc_exp1,sbfl-based-10,2.43,96.79,0.65,2.43,96.79,0.0,135.5,6.92,2.65,1.05,0.0,1410.23,1205.17,199.08,13.86
opencv_imgproc_exp1,sbfl-based-1,2.43,96.79,0.65,2.43,96.79,0.0,11.79,6.81,0.19,0.14,0.0,123.36,104.96,199.08,13.86
opencv_imgproc_exp1,sbfl-based-0,2.43,96.79,0.65,2.43,96.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.08,13.86
opencv_core_exp1,sbfl-based-100,16.71,273.12,8.05,16.71,273.12,0.0,5142.56,5.3,8.43,28.56,0.0,65943.63,103195.94,971.84,123.99
