buggy_version_name,#_failing_TCs,#_passing_TCs,#_excluded_failing_TCs,#_excluded_passing_TCs,#_CCTs,#_total_TCs,#_lines_executed_by_failing_TCs,#_lines_executed_by_passing_TCs,#_lines_executed_by_CCTs,#_total_lines_executed,#_total_lines,coverage,coverage (no CCTs),#_lines_executed_on_initialization,#_funcs_executed_on_initialization,#_funcs_executed_by_failing_TCs,#_distinct_funcs_executed_by_failing_TCs,#_distinct_lines_executed_by_failing_TCs,buggy_func_is_included_in_func_executed_on_initialization,buggy_line_is_included_in_func_executed_on_initialization,#_funcs,#_files
min_enclosing_triangle.MUT121.cpp,1,1453,0,0,0,1454,313,9962,0,10215,11426,0.8940136530719411,0.8940136530719411,0,0,56,56,313,0,0,650,38
grabcut.MUT127.cpp,2,1452,0,0,0,1454,260,9956,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,19,19,260,0,0,650,38
rotcalipers.MUT18.cpp,4,1450,0,0,0,1454,146,10084,0,10193,11426,0.8920882198494662,0.8920882198494662,0,0,8,8,146,0,0,650,38
contours.MUT136.cpp,8,1421,0,0,0,1429,535,10162,0,10211,11426,0.8936635743042185,0.8936635743042185,0,0,36,36,535,0,0,650,38
templmatch.MUT58.cpp,147,1307,0,0,0,1454,390,9887,0,10101,11426,0.8840364081918431,0.8840364081918431,0,0,27,27,390,0,0,650,38
histogram.MUT516.cpp,2,1452,0,0,0,1454,513,9877,0,10080,11427,0.8821212916776057,0.8821212916776057,0,0,19,19,513,0,0,650,38
resize.MUT634.cpp,1,1453,0,0,0,1454,286,10134,0,10212,11426,0.8937510939961492,0.8937510939961492,0,0,24,24,286,0,0,650,38
demosaicing.MUT338.cpp,1,1453,0,0,0,1454,184,10167,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,7,7,184,0,0,650,38
histogram.MUT1240.cpp,2,1452,0,0,0,1454,545,9961,0,10211,11420,0.8941330998248687,0.8941330998248687,0,0,17,17,545,0,0,650,38
resize.MUT1563.cpp,2,1451,0,0,1,1454,590,9682,836,10168,11426,0.889900227551199,0.8831612112725363,0,0,46,46,590,0,0,650,38
samplers.MUT170.cpp,1,1452,0,0,1,1454,67,10072,66,10189,11426,0.8917381410817434,0.8873621564852092,0,0,4,4,67,0,0,650,38
histogram.MUT20.cpp,5,1448,0,0,1,1454,370,9546,142,9795,11426,0.8572553824610537,0.8567302643094696,0,0,18,18,370,0,0,650,38
emd_new.MUT333.cpp,3,1449,0,0,2,1454,341,9944,328,10216,11426,0.8941011727638719,0.8940136530719411,0,0,19,19,341,0,0,650,38
stackblur.MUT400.cpp,13,1441,0,0,0,1454,418,10144,0,10217,11427,0.8941104401855255,0.8941104401855255,0,0,28,28,418,0,0,650,38
color_lab.MUT1713.cpp,1,1453,0,0,0,1454,393,10156,0,10185,11426,0.8913880623140207,0.8913880623140207,0,0,27,27,393,0,0,650,38
histogram.MUT1258.cpp,1,1452,0,0,1,1454,248,9961,639,10216,11426,0.8941011727638719,0.8867495186416944,0,0,5,5,248,0,0,650,38
rotcalipers.MUT116.cpp,4,1450,0,0,0,1454,147,10084,0,10194,11427,0.8920976634287214,0.8920976634287214,0,0,8,8,147,0,0,650,38
corner.avx.MUT49.cpp,1,1453,0,0,0,1454,371,10119,0,10217,11427,0.8941104401855255,0.8941104401855255,0,0,38,38,371,0,0,650,38
min_enclosing_triangle.MUT240.cpp,1,1453,0,0,0,1454,162,9962,0,10069,11426,0.8812357780500613,0.8812357780500613,0,0,31,31,162,0,0,650,38
histogram.MUT1271.cpp,1,1453,0,0,0,1454,73,10132,0,10158,11426,0.8890250306318922,0.8890250306318922,0,0,6,6,73,0,0,650,38
min_enclosing_triangle.MUT202.cpp,1,1453,0,0,0,1454,229,9962,0,10136,11423,0.8873325746301322,0.8873325746301322,0,0,47,47,229,0,0,650,38
contours_new.MUT84.cpp,51,1341,0,0,62,1454,711,9768,780,10190,11426,0.8918256607736741,0.8820234552774374,0,0,48,48,711,0,0,650,38
resize.MUT818.cpp,2,1452,0,0,0,1454,734,9776,0,10136,11426,0.8870995974094171,0.8870995974094171,0,0,56,56,734,0,0,650,38
color_lab.MUT1154.cpp,1,1453,0,0,0,1454,335,10127,0,10166,11426,0.8897251881673377,0.8897251881673377,0,0,23,23,335,0,0,650,38
color_lab.MUT1151.cpp,1,1453,0,0,0,1454,338,10124,0,10166,11426,0.8897251881673377,0.8897251881673377,0,0,23,23,338,0,0,650,38
color_lab.MUT948.cpp,1,1452,0,0,1,1454,573,10041,424,10216,11426,0.8941011727638719,0.8941011727638719,0,0,32,32,573,0,0,650,38
stackblur.MUT12.cpp,7,1447,0,0,0,1454,224,10211,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,15,15,224,0,0,650,38
histogram.MUT196.cpp,2,1452,0,0,0,1454,669,9877,0,10165,11426,0.8896376684754069,0.8896376684754069,0,0,20,20,669,0,0,650,38
color_lab.MUT1251.cpp,1,1452,0,0,0,1453,306,9982,0,10057,11426,0.880185541746893,0.880185541746893,0,0,22,22,306,0,0,650,38
min_enclosing_triangle.MUT12.cpp,1,1453,0,0,0,1454,89,9962,0,9996,11426,0.8748468405391213,0.8748468405391213,0,0,18,18,89,0,0,650,38
emd_new.MUT77.cpp,4,1448,0,0,2,1454,347,9865,279,10214,11426,0.8939261333800105,0.8937510939961492,0,0,19,19,347,0,0,650,38
resize.avx2.MUT21.cpp,1,1452,0,0,1,1454,72,9776,836,10104,11426,0.8842989672676352,0.8576054612287765,0,0,9,9,72,0,0,650,38
color_lab.MUT1447.cpp,1,1450,0,0,0,1451,468,9796,0,10039,11426,0.8786101872921407,0.8786101872921407,0,0,34,34,468,0,0,650,38
