buggy_version_name,#_failing_TCs,#_passing_TCs,#_excluded_failing_TCs,#_excluded_passing_TCs,#_CCTs,#_total_TCs,#_lines_executed_by_failing_TCs,#_lines_executed_by_passing_TCs,#_lines_executed_by_CCTs,#_total_lines_executed,#_total_lines,coverage,coverage (no CCTs),#_lines_executed_on_initialization,#_funcs_executed_on_initialization,#_funcs_executed_by_failing_TCs,#_distinct_funcs_executed_by_failing_TCs,#_distinct_lines_executed_by_failing_TCs,buggy_func_is_included_in_func_executed_on_initialization,buggy_line_is_included_in_func_executed_on_initialization,#_funcs,#_files
contours.MUT454.cpp,1,1409,0,0,44,1454,295,10027,776,10221,11426,0.8945387712235253,0.8849991248030807,0,0,11,11,295,0,0,650,38
resize.MUT1453.cpp,3,1451,0,0,0,1454,726,9682,0,10121,11426,0.8857868020304569,0.8857868020304569,0,0,57,57,726,0,0,650,38
resize.MUT861.cpp,1,1452,0,0,1,1454,658,9776,807,10216,11426,0.8941011727638719,0.8806231402065464,0,0,51,51,658,0,0,650,38
color_lab.MUT1432.cpp,1,1450,0,0,1,1452,467,9796,436,10120,11426,0.8856992823385261,0.87852266760021,0,0,34,34,467,0,0,650,38
phasecorr.MUT51.cpp,2,1452,0,0,0,1454,180,10149,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,6,6,180,0,0,650,38
gabor.MUT2.cpp,1,1453,0,0,0,1454,128,10194,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,15,15,128,0,0,650,38
templmatch.MUT53.cpp,146,1307,0,0,0,1453,526,9887,0,10207,11426,0.8933134955364957,0.8933134955364957,0,0,29,29,526,0,0,650,38
stackblur.MUT184.cpp,3,1451,0,0,0,1454,153,10205,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,8,8,153,0,0,650,38
sumpixels.dispatch.MUT72.cpp,1,1453,0,0,0,1454,96,10138,0,10169,11426,0.8899877472431297,0.8899877472431297,0,0,6,6,96,0,0,650,38
phasecorr.MUT218.cpp,1,1452,0,0,0,1453,135,10149,0,10202,11426,0.8928758970768423,0.8928758970768423,0,0,5,5,135,0,0,650,38
demosaicing.MUT469.cpp,2,1452,0,0,0,1454,241,10004,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,3,3,241,0,0,650,38
histogram.MUT590.cpp,1,1453,0,0,0,1454,313,10021,0,10176,11426,0.8906003850866445,0.8906003850866445,0,0,12,12,313,0,0,650,38
corner.MUT225.cpp,1,1453,0,0,0,1454,195,10181,0,10197,11426,0.8924382986171888,0.8924382986171888,0,0,20,20,195,0,0,650,38
spatialgradient.MUT79.cpp,1,1453,0,0,0,1454,269,10153,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,21,21,269,0,0,650,38
templmatch.MUT155.cpp,24,1430,0,0,0,1454,335,10198,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,12,12,335,0,0,650,38
morph.dispatch.MUT138.cpp,1,1453,0,0,0,1454,227,10184,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,26,26,227,0,0,650,38
resize.MUT1001.cpp,2,1452,0,0,0,1454,842,9776,0,10144,11426,0.8877997549448626,0.8877997549448626,0,0,66,66,842,0,0,650,38
lsd.MUT192.cpp,2,1444,0,0,8,1454,515,9942,550,10215,11426,0.8940136530719411,0.8910379835462979,0,0,43,43,515,0,0,650,38
contours.MUT238.cpp,23,1421,0,0,10,1454,750,10127,591,10221,11426,0.8945387712235253,0.8945387712235253,0,0,50,50,750,0,0,650,38
rotcalipers.MUT78.cpp,1,1450,0,0,3,1454,83,10084,144,10191,11424,0.8920693277310925,0.8899684873949579,0,0,6,6,83,0,0,650,38
color_lab.MUT1664.cpp,1,1453,0,0,0,1454,624,10156,0,10207,11426,0.8933134955364957,0.8933134955364957,0,0,36,36,624,0,0,650,38
histogram.MUT96.cpp,1,1451,0,0,2,1454,581,9807,551,10216,11426,0.8941011727638719,0.878260108524418,0,0,18,18,581,0,0,650,38
color_lab.MUT615.cpp,4,1447,0,0,3,1454,947,9155,797,10189,11426,0.8917381410817434,0.8830736915806057,0,0,52,52,947,0,0,650,38
corner.MUT193.cpp,1,1453,0,0,0,1454,230,10181,0,10213,11426,0.8938386136880798,0.8938386136880798,0,0,20,20,230,0,0,650,38
corner.MUT84.cpp,1,1453,0,0,0,1454,287,10216,0,10267,11426,0.8985646770523368,0.8985646770523368,0,0,26,26,287,0,0,650,38
histogram.MUT1394.cpp,1,1453,0,0,0,1454,239,10132,0,10203,11426,0.892963416768773,0.892963416768773,0,0,13,13,239,0,0,650,38
corner.MUT2.cpp,2,1452,0,0,0,1454,348,10119,0,10181,11426,0.8910379835462979,0.8910379835462979,0,0,35,35,348,0,0,650,38
canny.MUT240.cpp,1,1336,0,0,117,1454,500,10100,660,10216,11426,0.8941011727638719,0.8894626290915456,0,0,32,32,500,0,0,650,38
phasecorr.MUT326.cpp,2,1452,0,0,0,1454,180,10149,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,6,6,180,0,0,650,38
contours_new.MUT237.cpp,112,1341,0,0,0,1453,368,9679,0,9737,11425,0.852253829321663,0.852253829321663,0,0,19,19,368,0,0,650,38
demosaicing.MUT744.cpp,1,1453,0,0,0,1454,93,10130,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,5,5,93,0,0,650,38
intelligent_scissors.MUT172.cpp,14,1440,0,0,0,1454,722,9947,0,10210,11426,0.8935760546122877,0.8935760546122877,0,0,57,57,722,0,0,650,38
samplers.MUT28.cpp,1,1453,0,0,0,1454,67,10138,0,10189,11426,0.8917381410817434,0.8917381410817434,0,0,4,4,67,0,0,650,38
histogram.MUT188.cpp,2,1452,0,0,0,1454,669,9877,0,10165,11426,0.8896376684754069,0.8896376684754069,0,0,20,20,669,0,0,650,38
phasecorr.MUT9.cpp,2,1451,0,0,1,1454,180,10048,132,10215,11421,0.8944050433412135,0.8930916732335172,0,0,6,6,180,0,0,650,38
grabcut.MUT53.cpp,1,1452,0,0,1,1454,113,9956,247,10213,11426,0.8938386136880798,0.8812357780500613,0,0,9,9,113,0,0,650,38
phasecorr.MUT136.cpp,1,1453,0,0,0,1454,64,10160,0,10201,11426,0.8927883773849116,0.8927883773849116,0,0,1,1,64,0,0,650,38
contours.MUT57.cpp,25,1415,0,0,14,1454,677,10180,669,10216,11426,0.8941011727638719,0.8941011727638719,0,0,47,47,677,0,0,650,38
resize.MUT528.cpp,2,1451,0,0,1,1454,407,9747,836,10140,11426,0.8874496761771399,0.875459478382636,0,0,32,32,407,0,0,650,38
intelligent_scissors.MUT33.cpp,2,1452,0,0,0,1454,593,10197,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,49,49,593,0,0,650,38
color_lab.MUT663.cpp,4,1447,0,0,3,1454,789,9155,786,10177,11426,0.8906879047785752,0.8692455802555575,0,0,46,46,789,0,0,650,38
demosaicing.MUT565.cpp,2,1452,0,0,0,1454,241,10004,0,10216,11426,0.8941011727638719,0.8941011727638719,0,0,3,3,241,0,0,650,38
contours.MUT741.cpp,77,1377,0,0,0,1454,1144,9753,0,10201,11426,0.8927883773849116,0.8927883773849116,0,0,68,68,1144,0,0,650,38
