bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,rank of buggy function among functions executed by failing tcs (Binary),# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,rank of buggy function among functions executed by failing tcs (GP13),# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,rank of buggy function among functions executed by failing tcs (Jaccard),# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish1),# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish2),# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,rank of buggy function among functions executed by failing tcs (Ochiai),# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,rank of buggy function among functions executed by failing tcs (Russel+Rao),# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function,rank of buggy function among functions executed by failing tcs (Wong1)
padding_layer.MUT19.cpp,"opencv_dnn/modules/dnn/src/layers/padding_layer.cpp#PaddingLayerImpl::finalize(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays )#82",1095,46,1,46,1,46,8,2.0,8,2.0,8,8,1.0,8,1.0,8,8,2850,8,2850,8,8,1.0,8,1.0,8,8,1.0,8,1.0,8,46,0.0003507541213609,46,0.0003507541213609,46,46,1,46,1,46
