subject,method,avg_num_lines_executed_by_failing_tcs,avg_num_utilized_mutants_overall,avg_mut_cnt_buggy_line,avg_f2p_buggy_line,avg_p2f_buggy_line,avg_num_ccts
zlib_ng_TF_top30,sbflnaish250-maxMutants-excludeCCT,47.936708860759495,168.45569620253164,6.949367088607595,42.04430379746835,18.854430379746834,6.5
zlib_ng_TF_top30,sbflnaish250-maxMutants-withCCT,47.936708860759495,167.51898734177215,6.924050632911392,42.08860759493671,18.854430379746834,6.5
libxml2_TF_top30,sbflnaish250-maxMutants-excludeCCT,2337.6610169491523,7664.8516949152545,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
libxml2_TF_top30,sbflnaish250-maxMutants-withCCT,2337.6610169491523,7662.614406779661,8.432203389830509,23.97457627118644,0.08050847457627118,7.584745762711864
opencv_features2d_TF_top30,sbflnaish250-maxMutants-excludeCCT,467.1166666666667,1878.6,6.920833333333333,2.2083333333333335,0.07083333333333333,2.6875
opencv_features2d_TF_top30,sbflnaish250-maxMutants-withCCT,467.1166666666667,1902.3583333333333,5.558333333333334,2.066666666666667,0.058333333333333334,2.6875
opencv_imgproc_TF_top30,sbflnaish250-maxMutants-excludeCCT,195.48275862068965,676.75,6.185344827586207,3.0344827586206895,0.06896551724137931,0.6724137931034483
opencv_imgproc_TF_top30,sbflnaish250-maxMutants-withCCT,195.48275862068965,676.7672413793103,5.974137931034483,2.9310344827586206,0.034482758620689655,0.6724137931034483
opencv_core_TF_top30,sbflnaish250-maxMutants-excludeCCT,969.5646551724138,2832.7887931034484,8.693965517241379,29.655172413793103,5.219827586206897,10.637931034482758
opencv_core_TF_top30,sbflnaish250-maxMutants-withCCT,969.5646551724138,2834.948275862069,8.607758620689655,29.63362068965517,5.219827586206897,10.637931034482758
jsoncpp_TF_top30,sbflnaish250-maxMutants-excludeCCT,430.8836206896552,1089.219827586207,8.35344827586207,12.65948275862069,0.8318965517241379,3.271551724137931
jsoncpp_TF_top30,sbflnaish250-maxMutants-withCCT,430.8836206896552,1089.353448275862,8.310344827586206,12.655172413793103,0.8318965517241379,3.271551724137931
